Accident_Index,Casualty_Reference,Date,Casualty_Severity,Casualty_Type_Category,Location_Easting_OSGR,Location_Northing_OSGR
200614H161806,2,2006-10-25,Slight,Car,433830,392450
200614H162006,1,2006-11-10,Slight,Car,434040,390950
200614H162206,1,2006-11-11,Slight,Motorcycle,435750,393640
200614H162506,1,2006-11-09,Slight,Car,433250,391100
200614H162806,1,2006-11-07,Slight,Car,438420,383910
200614H163106,1,2006-11-11,Slight,Car,443050,380310
200614H163406,1,2006-11-09,Slight,Bus or Coach,433750,387230
200614H163606,1,2006-11-07,Slight,Motorcycle,434760,383450
200614H164306,1,2006-11-10,Slight,Pedestrian,434290,392510
200614H165206,1,2006-11-13,Slight,Pedestrian,435480,385160
200614H165306,1,2006-11-03,Slight,Pedestrian,442110,385230
200614H165806,1,2006-11-11,Slight,Pedestrian,438070,383050
200614H165906,1,2006-11-10,Slight,Light goods vehicles,430680,393340
200614H166306,1,2006-11-12,Slight,Motorcycle,434550,384730
200614H167106,1,2006-11-13,Slight,Pedestrian,438000,385150
200614H167306,1,2006-11-13,Slight,Car,434970,397010
200614H167306,2,2006-11-13,Slight,"Heavy goods vehicles ",434970,397010
200614H167406,1,2006-11-14,Slight,Pedal Cycle,434050,386140
200614H167906,1,2006-11-02,Slight,Pedal Cycle,434150,384910
200614H168606,1,2006-11-16,Serious,Motorcycle,441130,386290
200614H168906,1,2006-11-10,Slight,Pedestrian,435780,384860
200614H169006,1,2006-11-13,Serious,Pedal Cycle,431800,387010
200614H169106,1,2006-11-15,Slight,Pedestrian,436700,384490
200614H169206,1,2006-11-03,Slight,Pedestrian,432800,387740
200614H169306,1,2006-11-14,Slight,Pedestrian,435430,381230
200614H169506,1,2006-11-15,Slight,Car,434740,386510
200614H170006,1,2006-09-17,Slight,Car,436040,397420
200614H170106,1,2006-11-17,Slight,Pedestrian,435160,390640
200614H170206,1,2006-11-17,Slight,Motorcycle,434950,388670
200614H170306,1,2006-11-14,Slight,Car,437440,384750
200614H170506,1,2006-11-16,Slight,Car,442730,383640
200614H170606,1,2006-11-19,Fatal,Pedestrian,434530,392420
200614H171006,1,2006-11-21,Serious,Car,443720,382200
200614H171206,1,2006-11-20,Slight,Motorcycle,442150,383410
200614H171706,1,2006-11-21,Slight,Car,440320,384460
200614H171806,1,2006-11-21,Slight,Car,430750,393370
200614H171806,2,2006-11-21,Slight,Car,430750,393370
200614H172006,1,2006-11-21,Slight,Car,432900,389570
200614H172006,2,2006-11-21,Slight,Car,432900,389570
200614H172106,1,2006-11-20,Slight,Car,436690,384490
200614H172206,1,2006-11-11,Slight,Car,434560,384740
200614H172406,1,2006-11-22,Serious,Pedestrian,434630,386400
200614H173006,1,2006-11-21,Serious,Motorcycle,440210,386230
200614H173706,1,2006-11-23,Slight,Car,434320,384280
200614H173706,3,2006-11-23,Slight,Car,434320,384280
200614H173706,2,2006-11-23,Slight,Car,434320,384280
200614H174106,1,2006-11-23,Slight,Car,435950,397870
200614H174206,1,2006-11-22,Slight,Motorcycle,433760,389690
200614H174306,1,2006-09-26,Slight,Car,434690,388330
200614H174406,1,2006-11-23,Slight,Car,437910,383530
200614H174406,3,2006-11-23,Slight,Car,437910,383530
200614H174406,2,2006-11-23,Slight,Car,437910,383530
200614H174606,1,2006-11-22,Slight,Motorcycle,433680,391620
200614H174606,2,2006-11-22,Slight,Pedestrian,433680,391620
200614H175306,1,2006-09-22,Slight,Car,432270,388560
200614H175406,1,2006-11-17,Slight,Car,427530,386970
200614H175706,1,2006-11-24,Slight,Pedestrian,435780,384860
200614H175806,1,2006-11-24,Slight,Car,434330,384360
200614H176406,1,2006-11-14,Slight,Pedestrian,438340,383220
200614H177106,1,2006-11-21,Slight,Bus or Coach,433110,389800
200614H177206,1,2006-11-19,Slight,Light goods vehicles,432820,385140
200614H177206,2,2006-11-19,Slight,Light goods vehicles,432820,385140
200614H177306,1,2006-11-13,Slight,Car,436140,392510
200614H177306,2,2006-11-13,Slight,Light goods vehicles,436140,392510
200614H177406,1,2006-11-27,Slight,Car,434740,390680
200614H177406,2,2006-11-27,Slight,Car,434740,390680
200614H177406,3,2006-11-27,Slight,Car,434740,390680
200614H177506,1,2006-11-17,Slight,Car,436960,395660
200614H177606,1,2006-11-23,Slight,Car,433420,390620
200614H177606,2,2006-11-23,Slight,Car,433420,390620
200614H177606,3,2006-11-23,Slight,Car,433420,390620
200614H177906,1,2006-11-25,Slight,Bus or Coach,434580,382510
200614H178106,1,2006-11-21,Slight,Pedestrian,435130,391620
200614H178506,1,2006-11-27,Slight,Motorcycle,435580,395990
200614H178606,1,2006-11-27,Slight,Car,433480,393050
200614H178906,1,2006-11-27,Serious,Car,429340,390430
200614H179206,1,2006-11-25,Slight,Car,434210,388860
200614H179706,1,2006-11-30,Slight,Car,434040,390950
200614H179806,1,2006-11-29,Slight,Car,434290,397220
200614H179906,1,2006-11-28,Slight,Car,436170,395810
200614H180606,1,2006-11-29,Slight,Car,433440,390920
200614H180606,2,2006-11-29,Slight,Car,433440,390920
200614H180606,3,2006-11-29,Slight,Car,433440,390920
200614H180806,1,2006-12-01,Slight,Car,433640,389810
200614H180906,1,2006-11-29,Slight,Car,431840,387210
200614H181406,1,2006-06-04,Slight,Car,431160,386980
200614H181406,3,2006-06-04,Slight,Car,431160,386980
200614H181406,2,2006-06-04,Slight,Car,431160,386980
200614H181406,4,2006-06-04,Slight,Car,431160,386980
200614H181706,1,2006-11-29,Slight,Pedestrian,441060,384550
200614H181806,1,2006-11-29,Slight,Pedestrian,432880,383840
200614H182006,1,2006-11-30,Slight,Car,434230,387540
200614H182006,2,2006-11-30,Slight,Motorcycle,434230,387540
200614H182106,1,2006-11-30,Serious,Pedal Cycle,433770,386810
200614H182206,1,2006-12-01,Slight,Bus or Coach,434760,382690
200614H182706,1,2006-12-03,Slight,Car,433860,386030
200614H183006,1,2006-12-01,Slight,Car,432410,386640
200614H183206,2,2006-12-03,Slight,Car,428030,388210
200614H183206,1,2006-12-03,Slight,Car,428030,388210
200614H183206,3,2006-12-03,Serious,Car,428030,388210
200614H183206,4,2006-12-03,Slight,Car,428030,388210
200614H183506,1,2006-11-22,Slight,Car,433910,397680
200614H183506,2,2006-11-22,Slight,Car,433910,397680
200614H184606,2,2006-09-25,Slight,Car,433050,390480
200614H184606,1,2006-09-25,Slight,Car,433050,390480
200614H185906,1,2006-11-30,Slight,Car,434300,392480
200614H186706,1,2006-11-23,Slight,Pedestrian,426860,398060
200614H186906,1,2006-11-24,Slight,Car,433380,388910
200614H186906,2,2006-11-24,Slight,Car,433380,388910
200614H187006,1,2006-12-08,Slight,Car,427100,387120
200614H187006,2,2006-12-08,Slight,Car,427100,387120
200614H187106,1,2006-12-08,Slight,Pedal Cycle,434000,386980
200614H187206,1,2006-12-04,Slight,Car,436980,394890
200614H187406,1,2006-12-06,Serious,Pedal Cycle,431880,387190
200614H187706,1,2006-12-07,Slight,Motorcycle,435030,384830
200614H188106,1,2006-12-05,Slight,Car,432680,386520
200614H188206,1,2006-12-08,Slight,Pedestrian,438730,384870
200614H188506,1,2006-12-06,Slight,Car,431060,380620
200614H188606,1,2006-12-10,Slight,Car,438120,384850
200614H188706,1,2006-12-09,Slight,Pedestrian,432810,387710
200614H188706,2,2006-12-09,Slight,Pedestrian,432810,387710
200614H188906,1,2006-12-07,Slight,Car,432760,386770
200614H189006,1,2006-12-08,Slight,Pedestrian,434900,386270
200614H189306,1,2006-12-09,Slight,Car,434920,385330
200614H189306,2,2006-12-09,Slight,Car,434920,385330
200614H189706,1,2006-12-07,Slight,Car,443390,382140
200614H189706,2,2006-12-07,Slight,Car,443390,382140
200614H191006,1,2006-12-13,Slight,Car,434980,384710
200614H191006,2,2006-12-13,Slight,Car,434980,384710
200614H192506,1,2006-12-15,Slight,Motorcycle,434170,386210
200614H192806,1,2006-12-01,Slight,Car,429880,384130
200614H193006,1,2006-12-14,Slight,Car,434590,388460
200614H193406,1,2006-12-12,Slight,Pedestrian,441760,381690
200614H193506,1,2006-12-07,Slight,Pedal Cycle,435840,380460
200614H193806,1,2006-12-15,Slight,Pedestrian,435260,390820
200614H193906,1,2006-12-15,Slight,Light goods vehicles,439970,386720
200614H194306,1,2006-12-15,Slight,Bus or Coach,425660,398780
200614H194506,1,2006-12-05,Slight,Car,438020,383000
200614H194806,1,2006-12-05,Slight,Car,442640,381250
200614H194906,1,2006-12-07,Slight,Car,434130,380960
200614H194906,2,2006-12-07,Serious,Car,434130,380960
200614H194906,3,2006-12-07,Slight,Car,434130,380960
200614H195306,1,2006-12-16,Slight,Pedestrian,433450,390630
200614H195406,1,2006-12-10,Slight,Car,431830,388550
200614H196106,1,2006-12-09,Slight,Car,433770,386810
200614H196206,1,2006-12-16,Fatal,Car,428120,397900
200614H196206,2,2006-12-16,Slight,Car,428120,397900
200614H196206,3,2006-12-16,Slight,Car,428120,397900
200614H196406,1,2006-12-17,Slight,Car,433960,384120
200614H196506,1,2006-12-18,Slight,Bus or Coach,433520,389440
200614H197306,1,2006-12-20,Slight,Pedestrian,441950,384860
200614H198406,1,2006-12-19,Slight,Car,440700,384480
200614H198406,2,2006-12-19,Slight,Car,440700,384480
200614H198606,1,2006-12-19,Slight,Car,421000,386000
200614H198706,1,2006-10-15,Slight,Car,435440,391420
200614H198806,1,2006-11-08,Slight,Car,438730,383650
200614H198806,2,2006-11-08,Slight,Car,438730,383650
200614H198806,3,2006-11-08,Slight,Car,438730,383650
200614H199006,1,2006-12-21,Slight,Pedestrian,435290,385710
200614H199306,1,2006-12-08,Slight,Bus or Coach,432520,390180
200614H199406,1,2006-12-21,Slight,Bus or Coach,432330,384180
200614H200006,1,2006-12-25,Slight,Car,433280,385980
200614H200106,1,2006-12-27,Slight,Car,442460,381220
200614H200106,2,2006-12-27,Slight,Car,442460,381220
200614H200106,3,2006-12-27,Fatal,Car,442460,381220
200614H200306,1,2006-12-23,Slight,Pedestrian,433330,389600
200614H200406,1,2006-12-21,Slight,Car,435720,395510
200614H200506,1,2006-12-20,Slight,Car,433480,388020
200614H201006,1,2006-12-22,Slight,Car,443150,380450
200614H201206,1,2006-12-15,Slight,Pedal Cycle,433750,391660
200614H201806,1,2006-12-20,Slight,Pedestrian,437300,382980
200614H202006,1,2006-12-24,Slight,Car,434490,386170
200614H202006,3,2006-12-24,Slight,Car,434490,386170
200614H202006,4,2006-12-24,Slight,Car,434490,386170
200614H202006,2,2006-12-24,Slight,Car,434490,386170
200614H202506,1,2006-12-27,Slight,Car,433270,397090
200614H203006,1,2006-12-19,Slight,Car,425670,394290
200614H203006,2,2006-12-19,Slight,Car,425670,394290
200614H203106,1,2006-12-23,Slight,Car,432820,385190
200614H203106,2,2006-12-23,Slight,Pedestrian,432820,385190
200614H203306,1,2006-11-14,Slight,Pedestrian,434260,392320
200614H203606,1,2006-12-22,Slight,Bus or Coach,436040,394100
200614H203606,2,2006-12-22,Slight,Light goods vehicles,436040,394100
200614H203606,3,2006-12-22,Serious,Light goods vehicles,436040,394100
200614H204006,1,2006-12-30,Slight,Car,435630,395840
200614H204006,2,2006-12-30,Slight,Car,435630,395840
200614H204206,1,2006-12-29,Slight,Bus or Coach,432830,385390
200614H204406,1,2006-12-29,Slight,Pedestrian,436310,391830
200614H204606,1,2006-12-30,Slight,Car,433490,390380
200614H204806,1,2006-12-28,Slight,Car,434680,383660
200614H204806,2,2006-12-28,Slight,Car,434680,383660
200614H205106,1,2006-12-28,Slight,Car,433800,385980
200614H205106,2,2006-12-28,Slight,Car,433800,385980
200614H205406,1,2006-12-23,Slight,Car,421000,386000
200614H205406,2,2006-12-23,Slight,Car,421000,386000
200614H205706,1,2006-12-31,Slight,Car,443710,382220
200614H206306,1,2006-12-28,Slight,Car,436120,393830
200614H206706,1,2006-12-10,Slight,Car,434870,391050
200614H206706,2,2006-12-10,Slight,Car,434870,391050
200614H207106,1,2006-12-20,Serious,Motorcycle,434810,391380
200614H207306,1,2006-05-12,Slight,Car,435460,386180
200614H207306,2,2006-05-12,Slight,Car,435460,386180
200614H207506,1,2006-10-21,Slight,Car,434400,387050
200614H207506,2,2006-10-21,Slight,Car,434400,387050
200614H207606,1,2006-09-14,Slight,Car,435170,390830
200614H207806,1,2006-12-24,Slight,Pedestrian,435380,393540
200614H207906,1,2006-12-15,Slight,Car,434860,386100
200614H207906,2,2006-12-15,Slight,Car,434860,386100
200614H208006,1,2006-12-27,Slight,Pedal Cycle,440220,386170
200614H208306,1,2006-11-07,Slight,Pedestrian,436290,384800
200614H208406,1,2006-12-08,Slight,Bus or Coach,435750,389540
200614H208406,2,2006-12-08,Slight,Bus or Coach,435750,389540
200614H208506,1,2006-12-04,Slight,Motorcycle,440460,384890
200714B101507,1,2007-06-10,Slight,Pedal Cycle,423730,399560
200714B176307,1,2007-12-23,Slight,Car,436420,396930
200714C045807,1,2007-03-18,Slight,Car,437020,395590
200714C083907,1,2007-05-24,Slight,Car,436970,395660
200714C107007,1,2007-06-18,Slight,Car,438250,393140
200714C111107,1,2007-06-21,Slight,Light goods vehicles,439250,391930
200714C118407,1,2007-07-22,Slight,Car,440330,391410
200714C136607,1,2007-08-26,Serious,Motorcycle,437950,393400
200714C152707,1,2007-09-22,Slight,Motorcycle,437800,393540
200714G000307,1,2007-01-02,Slight,Car,435770,386650
200714G000507,1,2007-01-03,Slight,Car,436660,389220
200714G000507,3,2007-01-03,Slight,Car,436660,389220
200714G000507,2,2007-01-03,Slight,Car,436660,389220
200714G000607,1,2007-01-02,Slight,Car,437980,385170
200714G000907,1,2007-01-05,Serious,Pedestrian,438920,391510
200714G001007,1,2007-01-06,Slight,Other,437200,391500
200714G001107,1,2007-01-07,Slight,Car,440530,387340
200714G001107,2,2007-01-07,Slight,Car,440530,387340
200714G001207,1,2007-01-04,Slight,Pedal Cycle,436350,387000
200714G002107,1,2007-01-08,Slight,Pedestrian,436070,386910
200714G002207,1,2007-01-07,Slight,Car,438740,390690
200714G002407,1,2007-01-08,Slight,Pedal Cycle,434970,386420
200714G002607,1,2007-01-04,Slight,Pedestrian,436830,390360
200714G002707,1,2007-01-03,Slight,Light goods vehicles,439520,390620
200714G002707,2,2007-01-03,Slight,Light goods vehicles,439520,390620
200714G002807,1,2007-01-09,Slight,Car,437120,386220
200714G002907,1,2007-01-08,Slight,Pedestrian,439060,389110
200714G003007,1,2007-01-07,Slight,Car,436660,388420
200714G003107,1,2007-01-10,Slight,Car,440270,390630
200714G003107,3,2007-01-10,Slight,Car,440270,390630
200714G003107,2,2007-01-10,Slight,Car,440270,390630
200714G003207,1,2007-01-10,Slight,Bus or Coach,435260,386970
200714G003207,2,2007-01-10,Slight,Bus or Coach,435260,386970
200714G003507,1,2007-01-11,Slight,Car,435620,388010
200714G004207,1,2007-01-12,Slight,Bus or Coach,435690,386940
200714G004507,1,2007-01-11,Slight,Pedestrian,435780,386960
200714G005007,1,2007-01-13,Slight,Pedal Cycle,435170,386380
200714G005207,1,2007-01-13,Slight,Car,435200,386130
200714G005407,1,2007-01-12,Slight,Pedal Cycle,435460,387640
200714G005807,1,2007-01-14,Serious,Pedestrian,439580,390960
200714G005907,1,2007-01-09,Slight,Bus or Coach,435250,386670
200714G006307,1,2007-01-09,Slight,Pedestrian,436520,390300
200714G006407,1,2007-01-12,Slight,Car,438820,386370
200714G006507,1,2007-01-18,Slight,Pedestrian,435790,389590
200714G007207,1,2007-01-19,Serious,Car,434960,388490
200714G007207,2,2007-01-19,Slight,Car,434960,388490
200714G007407,1,2007-01-18,Slight,Bus or Coach,435140,386530
200714G007507,1,2007-01-18,Slight,Car,439380,389640
200714G007507,2,2007-01-18,Slight,Car,439380,389640
200714G007707,1,2007-01-21,Serious,Motorcycle,439660,387620
200714G007807,1,2007-01-22,Slight,Motorcycle,437580,391550
200714G007907,1,2007-01-21,Slight,Car,439840,390790
200714G008007,1,2007-01-22,Slight,Bus or Coach,435220,387400
200714G008107,1,2007-01-17,Slight,Car,438470,390450
200714G008307,1,2007-01-18,Slight,Pedestrian,435290,386740
200714G008407,1,2007-01-19,Slight,Motorcycle,436470,386840
200714G008507,1,2007-01-20,Slight,Bus or Coach,435230,387400
200714G008707,1,2007-01-12,Slight,Car,438740,385830
200714G008707,2,2007-01-12,Slight,Car,438740,385830
200714G008707,3,2007-01-12,Slight,Car,438740,385830
200714G008707,4,2007-01-12,Slight,Car,438740,385830
200714G008707,5,2007-01-12,Slight,Car,438740,385830
200714G009007,1,2007-01-23,Serious,Pedestrian,435570,386780
200714G009107,1,2007-01-22,Slight,Pedestrian,436810,391750
200714G009307,1,2007-01-22,Slight,Motorcycle,436290,391980
200714G009507,1,2007-01-23,Slight,Pedal Cycle,435180,386380
200714G009607,1,2007-01-21,Slight,Car,435910,387720
200714G010207,1,2007-01-22,Slight,Car,436320,387070
200714G010207,2,2007-01-22,Slight,Car,436320,387070
200714G010407,1,2007-01-18,Serious,Car,435130,386360
200714G010507,1,2007-01-21,Serious,Car,437320,389170
200714G010807,1,2007-01-25,Slight,Car,439960,390820
200714G010907,1,2007-01-23,Slight,Pedal Cycle,437360,389560
200714G011007,1,2007-01-23,Slight,Car,436820,391380
200714G011207,1,2007-01-26,Slight,Car,435460,386780
200714G011407,1,2007-01-25,Slight,Car,439360,389440
200714G011407,2,2007-01-25,Slight,Car,439360,389440
200714G011607,1,2007-01-17,Slight,Pedestrian,439160,388010
200714G012007,1,2007-01-26,Slight,Car,439790,390410
200714G012207,1,2007-01-26,Slight,Car,436080,387560
200714G012207,2,2007-01-26,Slight,Car,436080,387560
200714G012607,1,2007-01-25,Slight,Pedestrian,435610,386810
200714G012807,1,2007-01-30,Serious,Car,436140,392510
200714G012807,2,2007-01-30,Slight,Car,436140,392510
200714G013107,1,2007-01-29,Slight,Pedal Cycle,434510,387150
200714G013207,1,2007-01-30,Slight,Car,438400,386990
200714G013607,1,2007-01-29,Slight,Bus or Coach,435780,387480
200714G013807,1,2007-01-29,Slight,Car,437420,387700
200714G013807,2,2007-01-29,Slight,Car,437420,387700
200714G014407,1,2007-02-01,Slight,Car,436170,388600
200714G014507,1,2007-02-05,Slight,Bus or Coach,435730,387540
200714G014507,2,2007-02-05,Slight,Bus or Coach,435730,387540
200714G014707,1,2007-02-05,Serious,Car,439580,391280
200714G015107,1,2007-02-06,Slight,Bus or Coach,437120,387330
200714G015207,1,2007-02-05,Slight,Bus or Coach,435010,386610
200714G015307,1,2007-02-06,Slight,Pedestrian,436320,387220
200714G015607,3,2007-02-03,Slight,Car,438980,392200
200714G015607,2,2007-02-03,Slight,Car,438980,392200
200714G015607,1,2007-02-03,Slight,Car,438980,392200
200714G015807,1,2007-01-28,Serious,Pedal Cycle,439240,387100
200714G016507,3,2007-02-11,Slight,Car,435200,386130
200714G016507,4,2007-02-11,Slight,Car,435200,386130
200714G016507,1,2007-02-11,Slight,Car,435200,386130
200714G016507,2,2007-02-11,Slight,Car,435200,386130
200714G016707,1,2007-02-06,Slight,Car,436510,386700
200714G016807,1,2007-02-09,Slight,Car,438210,390030
200714G016807,2,2007-02-09,Slight,Car,438210,390030
200714G016807,3,2007-02-09,Slight,Car,438210,390030
200714G017007,1,2007-02-10,Serious,Car,439090,390610
200714G017107,1,2007-02-11,Slight,Car,439260,391930
200714G017307,1,2007-02-10,Slight,Car,435500,386440
200714G017507,1,2007-02-03,Slight,Car,438120,385030
200714G017507,2,2007-02-03,Slight,Car,438120,385030
200714G017707,1,2007-02-12,Slight,Car,437900,387230
200714G017707,2,2007-02-12,Slight,Car,437900,387230
200714G017807,1,2007-01-23,Slight,Pedal Cycle,437750,390050
200714G017907,1,2007-01-25,Slight,Car,435130,387000
200714G017907,2,2007-01-25,Slight,Car,435130,387000
200714G018107,1,2007-02-08,Slight,Car,436630,388060
200714G018207,1,2007-02-07,Slight,Car,439350,388260
200714G018407,1,2007-02-14,Slight,Car,439580,390960
200714G018407,2,2007-02-14,Slight,Light goods vehicles,439580,390960
200714G018807,1,2007-02-15,Slight,Bus or Coach,435610,387360
200714G018907,1,2007-02-11,Slight,Car,438180,393190
200714G019007,1,2007-02-12,Slight,Car,436610,389200
200714G019807,1,2007-02-16,Slight,Light goods vehicles,438680,389710
200714G020307,1,2007-02-19,Slight,Bus or Coach,436590,392910
200714G020407,1,2007-02-15,Slight,Light goods vehicles,437180,390210
200714G020507,1,2007-02-19,Slight,Car,440540,386600
200714G020907,2,2007-02-23,Slight,"Heavy goods vehicles ",439330,388500
200714G020907,1,2007-02-23,Slight,Car,439330,388500
200714G020907,3,2007-02-23,Slight,Car,439330,388500
200714G021207,1,2007-02-21,Slight,Car,438330,387290
200714G021407,1,2007-02-26,Slight,Pedestrian,438860,385710
200714G021507,1,2007-02-27,Slight,Car,436930,389520
